Internal ID Variant (Do Not Edit),Category,SKU,Items Name (Do Not Edit),ecommerce item? (Yes/No),Pre-order ? (Yes/No),Processing days,Weight (gm),Length (cm),Width (cm),Height (cm),Condition,Brand Name,Variant name,Basic - Price,Image 1 (for Online Store),Image 2 (for Online Store),Image 3 (for Online Store),Image 4 (for Online Store),Image 5 (for Online Store),Image 6 (for Online Store),Image 7 (for Online Store),Image 8 (for Online Store),Image 9 (for Online Store),Image 10 (for Online Store),Image 11 (for Online Store),Image 12 (for Online Store),Coffeeshop - Price,Barbershop - Price,In Stock,Track Stock,Track Alert,Stock Alert,Track Cost,Cost Amount,Modifier Set - Cashier - 384185
154259024,Premium Cutting,,Husen,No,No,0,,,,,,Unbranded,Hair Spa,100000,,,,,,,,,,,,,,,-8,Yes,No,0,Yes,30000,No
154259025,Premium Cutting,,Husen,No,No,0,,,,,,Unbranded,Creambath,70000,,,,,,,,,,,,,,,0,Yes,No,0,Yes,21000,No
154259026,Premium Cutting,,Husen,No,No,0,,,,,,Unbranded,Terra Blu Spa,150000,,,,,,,,,,,,,,,0,Yes,No,0,Yes,45000,No
154259027,Premium Cutting,,Husen,No,No,0,,,,,,Unbranded,Home Service Family,150000,,,,,,,,,,,,,,,0,Yes,No,0,Yes,45000,No
154259028,Premium Cutting,,Husen,No,No,0,,,,,,Unbranded,Home Service Single,200000,,,,,,,,,,,,,,,0,Yes,No,0,Yes,60000,No
154259029,Premium Cutting,,Husen,No,No,0,,,,,,Unbranded,Down Perm,165000,,,,,,,,,,,,,,,-1,Yes,No,0,Yes,49500,No
154259030,Premium Cutting,,Husen,No,No,0,,,,,,Unbranded,Root Lift,165000,,,,,,,,,,,,,,,0,Yes,No,0,Yes,49500,No
154259031,Premium Cutting,,Husen,No,No,0,,,,,,Unbranded,Wedding Gentleman Grooming,350000,,,,,,,,,,,,,,,-4,Yes,No,0,Yes,105000,No
154259032,Premium Cutting,,Husen,No,No,0,,,,,,Unbranded,Wedding Royal Grooming Silver,500000,,,,,,,,,,,,,,,0,Yes,No,0,Yes,150000,No
154259033,Premium Cutting,,Husen,No,No,0,,,,,,Unbranded,Wedding Royal Grooming Gold,750000,,,,,,,,,,,,,,,0,Yes,No,0,Yes,225000,No
154259034,Premium Cutting,,Husen,No,No,0,,,,,,Unbranded,Wedding Royal Grooming Platinum,1000000,,,,,,,,,,,,,,,0,Yes,No,0,Yes,300000,No
154259072,Premium Cutting,,Husen,No,No,0,,,,,,Unbranded,Men Massage Service,135000,,,,,,,,,,,,,,,-1,Yes,No,0,Yes,40500,No
154259073,Premium Cutting,,Husen,No,No,0,,,,,,Unbranded,Ear Candle,30000,,,,,,,,,,,,,,,-6,Yes,No,0,Yes,9000,No
154259074,Premium Cutting,,Husen,No,No,0,,,,,,Unbranded,Ear Singeing,65000,,,,,,,,,,,,,,,-6,Yes,No,0,Yes,19500,No
154259075,Premium Cutting,,Husen,No,No,0,,,,,,Unbranded,Ear Wax,60000,,,,,,,,,,,,,,,0,Yes,No,0,Yes,18000,No
154259076,Premium Cutting,,Husen,No,No,0,,,,,,Unbranded,Nose Wax,60000,,,,,,,,,,,,,,,-9,Yes,No,0,Yes,18000,No
154259077,Premium Cutting,,Husen,No,No,0,,,,,,Unbranded,Charcoal Deep Cleansing,95000,,,,,,,,,,,,,,,-6,Yes,No,0,Yes,28500,No
154259078,Premium Cutting,,Husen,No,No,0,,,,,,Unbranded,Charcoal Nose Cleansing Strip,55000,,,,,,,,,,,,,,,0,Yes,No,0,Yes,16500,No
154259079,Premium Cutting,,Husen,No,No,0,,,,,,Unbranded,Beard & Mustache Colour,200000,,,,,,,,,,,,,,,0,Yes,No,0,Yes,60000,No
154259080,Premium Cutting,,Husen,No,No,0,,,,,,Unbranded,Hair Tattoo Single,35000,,,,,,,,,,,,,,,0,Yes,No,0,Yes,10500,No
154259081,Premium Cutting,,Husen,No,No,0,,,,,,Unbranded,Hair Tattoo Double Side,65000,,,,,,,,,,,,,,,0,Yes,No,0,Yes,19500,No
154259082,Premium Cutting,,Husen,No,No,0,,,,,,Unbranded,Hair Tattoo Full,100000,,,,,,,,,,,,,,,0,Yes,No,0,Yes,30000,No
154259083,Premium Cutting,,Husen,No,No,0,,,,,,Unbranded,Cornrow,400000,,,,,,,,,,,,,,,-9,Yes,No,0,Yes,200000,No
154949682,Premium Cutting,,Husen,No,No,0,,,,,,Unbranded,Redbox Earl Grooming,225000,,,,,,,,,,,,,,,0,Yes,No,0,Yes,62850,No
195604946,Premium Cutting,,Husen,No,No,0,,,,,,Unbranded,Hair Care Keratin,400000,,,,,,,,,,,,,,,-1,Yes,No,0,Yes,120000,No
204187148,Premium Cutting,,Husen,No,No,0,,,,,,Unbranded,Redbox Gentleman Grooming+,120000,,,,,,,,,,,,,,,-9,Yes,No,0,Yes,31500,No
44084943,Premium Cutting,,Ragil,No,No,0,,,,,,Unbranded,Redbox Gentleman Grooming,110000,,,,,,,,,,,,,,,-12783,Yes,No,0,Yes,28500,No
44131755,Premium Cutting,,Ragil,No,No,0,,,,,,Unbranded,Redbox Long Trim Grooming,120000,,,,,,,,,,,,,,,-2226,Yes,No,0,Yes,31500,No
44084941,Premium Cutting,,Ragil,No,No,0,,,,,,Unbranded,Redbox Fade Cut Grooming,120000,,,,,,,,,,,,,,,-1089,Yes,No,0,Yes,31500,No
44084937,Premium Cutting,,Ragil,No,No,0,,,,,,Unbranded,Redbox Noble Grooming,160000,,,,,,,,,,,,,,,-376,Yes,No,0,Yes,37350,No
89537004,Premium Cutting,,Ragil,No,No,0,,,,,,Unbranded,Redbox Baron Grooming,180000,,,,,,,,,,,,,,,-563,Yes,No,0,Yes,49350,No
154288385,Premium Cutting,,Ragil,No,No,0,,,,,,Unbranded,Redbox Royal Grooming,305000,,,,,,,,,,,,,,,0,Yes,No,0,Yes,86850,No
154288386,Premium Cutting,,Ragil,No,No,0,,,,,,Unbranded,Redbox Duke Grooming,270000,,,,,,,,,,,,,,,-29,Yes,No,0,Yes,76350,No
154288387,Premium Cutting,,Ragil,No,No,0,,,,,,Unbranded,Redbox Royal Shaving,120000,,,,,,,,,,,,,,,-1,Yes,No,0,Yes,36000,No
154288388,Premium Cutting,,Ragil,No,No,0,,,,,,Unbranded,Premium Head Shave,120000,,,,,,,,,,,,,,,0,Yes,No,0,Yes,33000,No
154288389,Premium Cutting,,Ragil,No,No,0,,,,,,Unbranded,Beard & Mustache,35000,,,,,,,,,,,,,,,-31,Yes,No,0,Yes,10500,No
154288390,Premium Cutting,,Ragil,No,No,0,,,,,,Unbranded,Traditional Shaving,60000,,,,,,,,,,,,,,,-23,Yes,No,0,Yes,18000,No
154288391,Premium Cutting,,Ragil,No,No,0,,,,,,Unbranded,Hair Wash & Styling,20000,,,,,,,,,,,,,,,-9,Yes,No,0,Yes,6000,No
154288392,Premium Cutting,,Ragil,No,No,0,,,,,,Unbranded,Fee Colouring,60000,,,,,,,,,,,,,,,-1,Yes,No,0,Yes,18000,No
154288393,Premium Cutting,,Ragil,No,No,0,,,,,,Unbranded,Hair Colouring Long Hair,250000,,,,,,,,,,,,,,,0,Yes,No,0,Yes,72000,No
154288394,Premium Cutting,,Ragil,No,No,0,,,,,,Unbranded,Hair Colouring,150000,,,,,,,,,,,,,,,-82,Yes,No,0,Yes,45000,No
154288395,Premium Cutting,,Ragil,No,No,0,,,,,,Unbranded,Hair Bleaching,350000,,,,,,,,,,,,,,,-2,Yes,No,0,Yes,105000,No
154288396,Premium Cutting,,Ragil,No,No,0,,,,,,Unbranded,Hair Highlighting,300000,,,,,,,,,,,,,,,-4,Yes,No,0,Yes,90000,No
154288397,Premium Cutting,,Ragil,No,No,0,,,,,,Unbranded,Hair Curly,300000,,,,,,,,,,,,,,,-24,Yes,No,0,Yes,90000,No
154288398,Premium Cutting,,Ragil,No,No,0,,,,,,Unbranded,Smooth and Shape,450000,,,,,,,,,,,,,,,-4,Yes,No,0,Yes,135000,No
154288399,Premium Cutting,,Ragil,No,No,0,,,,,,Unbranded,Hair Spa,100000,,,,,,,,,,,,,,,-9,Yes,No,0,Yes,30000,No
154288400,Premium Cutting,,Ragil,No,No,0,,,,,,Unbranded,Creambath,70000,,,,,,,,,,,,,,,0,Yes,No,0,Yes,21000,No
154288401,Premium Cutting,,Ragil,No,No,0,,,,,,Unbranded,Terra Blu Spa,150000,,,,,,,,,,,,,,,0,Yes,No,0,Yes,45000,No
154288402,Premium Cutting,,Ragil,No,No,0,,,,,,Unbranded,Home Service Family,150000,,,,,,,,,,,,,,,0,Yes,No,0,Yes,45000,No
154288403,Premium Cutting,,Ragil,No,No,0,,,,,,Unbranded,Home Service Single,200000,,,,,,,,,,,,,,,0,Yes,No,0,Yes,60000,No
154288404,Premium Cutting,,Ragil,No,No,0,,,,,,Unbranded,Down Perm,165000,,,,,,,,,,,,,,,-3,Yes,No,0,Yes,49500,No
154288405,Premium Cutting,,Ragil,No,No,0,,,,,,Unbranded,Root Lift,165000,,,,,,,,,,,,,,,-3,Yes,No,0,Yes,49500,No
154288406,Premium Cutting,,Ragil,No,No,0,,,,,,Unbranded,Wedding Gentleman Grooming,350000,,,,,,,,,,,,,,,-2,Yes,No,0,Yes,105000,No
154288407,Premium Cutting,,Ragil,No,No,0,,,,,,Unbranded,Wedding Royal Grooming Silver,500000,,,,,,,,,,,,,,,0,Yes,No,0,Yes,150000,No
154288408,Premium Cutting,,Ragil,No,No,0,,,,,,Unbranded,Wedding Royal Grooming Gold,750000,,,,,,,,,,,,,,,0,Yes,No,0,Yes,225000,No
154288409,Premium Cutting,,Ragil,No,No,0,,,,,,Unbranded,Wedding Royal Grooming Platinum,1000000,,,,,,,,,,,,,,,0,Yes,No,0,Yes,300000,No
154288419,Premium Cutting,,Ragil,No,No,0,,,,,,Unbranded,Men Massage Service,135000,,,,,,,,,,,,,,,0,Yes,No,0,Yes,40500,No
154288420,Premium Cutting,,Ragil,No,No,0,,,,,,Unbranded,Ear Candle,30000,,,,,,,,,,,,,,,-4,Yes,No,0,Yes,9000,No
154288421,Premium Cutting,,Ragil,No,No,0,,,,,,Unbranded,Ear Singeing,65000,,,,,,,,,,,,,,,-1,Yes,No,0,Yes,19500,No
154288422,Premium Cutting,,Ragil,No,No,0,,,,,,Unbranded,Ear Wax,60000,,,,,,,,,,,,,,,0,Yes,No,0,Yes,18000,No
154288423,Premium Cutting,,Ragil,No,No,0,,,,,,Unbranded,Nose Wax,60000,,,,,,,,,,,,,,,-4,Yes,No,0,Yes,18000,No
154288424,Premium Cutting,,Ragil,No,No,0,,,,,,Unbranded,Charcoal Deep Cleansing,95000,,,,,,,,,,,,,,,-1,Yes,No,0,Yes,28500,No
154288425,Premium Cutting,,Ragil,No,No,0,,,,,,Unbranded,Charcoal Nose Cleansing Strip,55000,,,,,,,,,,,,,,,0,Yes,No,0,Yes,16500,No
154288426,Premium Cutting,,Ragil,No,No,0,,,,,,Unbranded,Beard & Mustache Colour,200000,,,,,,,,,,,,,,,0,Yes,No,0,Yes,60000,No
154288427,Premium Cutting,,Ragil,No,No,0,,,,,,Unbranded,Hair Tattoo Single,35000,,,,,,,,,,,,,,,0,Yes,No,0,Yes,10500,No
154288428,Premium Cutting,,Ragil,No,No,0,,,,,,Unbranded,Hair Tattoo Double Side,65000,,,,,,,,,,,,,,,0,Yes,No,0,Yes,19500,No
154288429,Premium Cutting,,Ragil,No,No,0,,,,,,Unbranded,Hair Tattoo Full,100000,,,,,,,,,,,,,,,0,Yes,No,0,Yes,30000,No
154949695,Premium Cutting,,Ragil,No,No,0,,,,,,Unbranded,Redbox Earl Grooming,225000,,,,,,,,,,,,,,,0,Yes,No,0,Yes,62850,No
188815791,Premium Cutting,,Ragil,No,No,0,,,,,,Unbranded,Hair Care Keratin,400000,,,,,,,,,,,,,,,-1,Yes,No,0,Yes,120000,No
188815792,Premium Cutting,,Ragil,No,No,0,,,,,,Unbranded,Retouch Hairsystem,300000,,,,,,,,,,,,,,,0,Yes,No,0,Yes,90000,No
204187165,Premium Cutting,,Ragil,No,No,0,,,,,,Unbranded,Redbox Gentleman Grooming+,120000,,,,,,,,,,,,,,,-14,Yes,No,0,Yes,31500,No
44290132,Hair Product,,Kenny Hair Styling Spray,No,No,0,,,,,,Unbranded,,55000,,,,,,,,,,,,,,,11,Yes,Yes,0,Yes,41549,Yes
44573862,Drink,,Pristine Water,No,No,0,,,,,,Unbranded,,,,,,,,,,,,,,,10000,,67,Yes,Yes,12,Yes,2917,No
44879852,Merchandise,,Gantungan Kunci Redbox,No,No,0,,,,,,Unbranded,Gantungan Kunci,15000,,,,,,,,,,,,,,,4,Yes,Yes,0,Yes,0,No
44879853,Merchandise,,Gantungan Kunci Redbox,No,No,0,,,,,,Unbranded,Paket Gantungan Kunci,10000,,,,,,,,,,,,,,,0,Yes,Yes,0,Yes,0,No
45405064,Premium Cutting,,Sarif,No,No,0,,,,,,Unbranded,Redbox Gentleman Grooming,110000,,,,,,,,,,,,,,,-10699,Yes,No,0,Yes,28500,No
45405078,Premium Cutting,,Sarif,No,No,0,,,,,,Unbranded,Redbox Long Trim Grooming,120000,,,,,,,,,,,,,,,-1439,Yes,No,0,Yes,31500,No
45405058,Premium Cutting,,Sarif,No,No,0,,,,,,Unbranded,Redbox Fade Cut Grooming,120000,,,,,,,,,,,,,,,-1381,Yes,No,0,Yes,31500,No
89537068,Premium Cutting,,Sarif,No,No,0,,,,,,Unbranded,Redbox Noble Grooming,160000,,,,,,,,,,,,,,,-233,Yes,No,0,Yes,37350,No
154286830,Premium Cutting,,Sarif,No,No,0,,,,,,Unbranded,Redbox Baron Grooming,180000,,,,,,,,,,,,,,,-363,Yes,No,0,Yes,49350,No
154286831,Premium Cutting,,Sarif,No,No,0,,,,,,Unbranded,Redbox Royal Grooming,305000,,,,,,,,,,,,,,,0,Yes,No,0,Yes,86850,No
154286832,Premium Cutting,,Sarif,No,No,0,,,,,,Unbranded,Redbox Duke Grooming,270000,,,,,,,,,,,,,,,-24,Yes,No,0,Yes,76350,No
154286833,Premium Cutting,,Sarif,No,No,0,,,,,,Unbranded,Redbox Royal Shaving,120000,,,,,,,,,,,,,,,0,Yes,No,0,Yes,36000,No
154286834,Premium Cutting,,Sarif,No,No,0,,,,,,Unbranded,Premium Head Shave,120000,,,,,,,,,,,,,,,-1,Yes,No,0,Yes,33000,No
154286835,Premium Cutting,,Sarif,No,No,0,,,,,,Unbranded,Beard & Mustache,35000,,,,,,,,,,,,,,,-12,Yes,No,0,Yes,10500,No
154286836,Premium Cutting,,Sarif,No,No,0,,,,,,Unbranded,Traditional Shaving,60000,,,,,,,,,,,,,,,-12,Yes,No,0,Yes,18000,No
154286837,Premium Cutting,,Sarif,No,No,0,,,,,,Unbranded,Hair Wash & Styling,20000,,,,,,,,,,,,,,,-7,Yes,No,0,Yes,6000,No
154286838,Premium Cutting,,Sarif,No,No,0,,,,,,Unbranded,Fee Colouring,60000,,,,,,,,,,,,,,,0,Yes,No,0,Yes,18000,No
154286839,Premium Cutting,,Sarif,No,No,0,,,,,,Unbranded,Hair Colouring Long Hair,250000,,,,,,,,,,,,,,,-2,Yes,No,0,Yes,72000,No
154286840,Premium Cutting,,Sarif,No,No,0,,,,,,Unbranded,Hair Colouring,150000,,,,,,,,,,,,,,,-117,Yes,No,0,Yes,45000,No
154286841,Premium Cutting,,Sarif,No,No,0,,,,,,Unbranded,Hair Bleaching,350000,,,,,,,,,,,,,,,-3,Yes,No,0,Yes,105000,No
154286842,Premium Cutting,,Sarif,No,No,0,,,,,,Unbranded,Hair Highlighting,300000,,,,,,,,,,,,,,,-3,Yes,No,0,Yes,90000,No
154286843,Premium Cutting,,Sarif,No,No,0,,,,,,Unbranded,Hair Curly,300000,,,,,,,,,,,,,,,-34,Yes,No,0,Yes,90000,No
154286844,Premium Cutting,,Sarif,No,No,0,,,,,,Unbranded,Smooth and Shape,450000,,,,,,,,,,,,,,,-1,Yes,No,0,Yes,135000,No
154286845,Premium Cutting,,Sarif,No,No,0,,,,,,Unbranded,Hair Spa,100000,,,,,,,,,,,,,,,-9,Yes,No,0,Yes,30000,No
154286846,Premium Cutting,,Sarif,No,No,0,,,,,,Unbranded,Creambath,70000,,,,,,,,,,,,,,,0,Yes,No,0,Yes,21000,No
154286847,Premium Cutting,,Sarif,No,No,0,,,,,,Unbranded,Terra Blu Spa,150000,,,,,,,,,,,,,,,0,Yes,No,0,Yes,45000,No
154286848,Premium Cutting,,Sarif,No,No,0,,,,,,Unbranded,Home Service Family,150000,,,,,,,,,,,,,,,0,Yes,No,0,Yes,45000,No
154286849,Premium Cutting,,Sarif,No,No,0,,,,,,Unbranded,Home Service Single,200000,,,,,,,,,,,,,,,0,Yes,No,0,Yes,60000,No
154286850,Premium Cutting,,Sarif,No,No,0,,,,,,Unbranded,Down Perm,165000,,,,,,,,,,,,,,,-4,Yes,No,0,Yes,49500,No
154286851,Premium Cutting,,Sarif,No,No,0,,,,,,Unbranded,Root Lift,165000,,,,,,,,,,,,,,,-2,Yes,No,0,Yes,49500,No
154286852,Premium Cutting,,Sarif,No,No,0,,,,,,Unbranded,Wedding Gentleman Grooming,350000,,,,,,,,,,,,,,,-4,Yes,No,0,Yes,105000,No
154286853,Premium Cutting,,Sarif,No,No,0,,,,,,Unbranded,Wedding Royal Grooming Silver,500000,,,,,,,,,,,,,,,-1,Yes,No,0,Yes,150000,No
154286854,Premium Cutting,,Sarif,No,No,0,,,,,,Unbranded,Wedding Royal Grooming Gold,750000,,,,,,,,,,,,,,,0,Yes,No,0,Yes,225000,No
154286864,Premium Cutting,,Sarif,No,No,0,,,,,,Unbranded,Wedding Royal Grooming Platinum,1000000,,,,,,,,,,,,,,,-1,Yes,No,0,Yes,300000,No
154286865,Premium Cutting,,Sarif,No,No,0,,,,,,Unbranded,Men Massage Service,135000,,,,,,,,,,,,,,,-2,Yes,No,0,Yes,40500,No
154286866,Premium Cutting,,Sarif,No,No,0,,,,,,Unbranded,Ear Candle,30000,,,,,,,,,,,,,,,-1,Yes,No,0,Yes,9000,No
154286867,Premium Cutting,,Sarif,No,No,0,,,,,,Unbranded,Ear Singeing,65000,,,,,,,,,,,,,,,0,Yes,No,0,Yes,19500,No
154286868,Premium Cutting,,Sarif,No,No,0,,,,,,Unbranded,Ear Wax,60000,,,,,,,,,,,,,,,0,Yes,No,0,Yes,18000,No
154286869,Premium Cutting,,Sarif,No,No,0,,,,,,Unbranded,Nose Wax,60000,,,,,,,,,,,,,,,-2,Yes,No,0,Yes,18000,No
154286870,Premium Cutting,,Sarif,No,No,0,,,,,,Unbranded,Charcoal Deep Cleansing,95000,,,,,,,,,,,,,,,-1,Yes,No,0,Yes,28500,No
154286871,Premium Cutting,,Sarif,No,No,0,,,,,,Unbranded,Charcoal Nose Cleansing Strip,55000,,,,,,,,,,,,,,,0,Yes,No,0,Yes,16500,No
154286872,Premium Cutting,,Sarif,No,No,0,,,,,,Unbranded,Beard & Mustache Colour,200000,,,,,,,,,,,,,,,0,Yes,No,0,Yes,60000,No
154286887,Premium Cutting,,Sarif,No,No,0,,,,,,Unbranded,Hair Tattoo Single,35000,,,,,,,,,,,,,,,-3,Yes,No,0,Yes,10500,No
154286888,Premium Cutting,,Sarif,No,No,0,,,,,,Unbranded,Hair Tattoo Double Side,65000,,,,,,,,,,,,,,,-1,Yes,No,0,Yes,19500,No
154286889,Premium Cutting,,Sarif,No,No,0,,,,,,Unbranded,Hair Tattoo Full,100000,,,,,,,,,,,,,,,0,Yes,No,0,Yes,30000,No
154949703,Premium Cutting,,Sarif,No,No,0,,,,,,Unbranded,Redbox Earl Grooming,225000,,,,,,,,,,,,,,,0,Yes,No,0,Yes,62850,No
204187178,Premium Cutting,,Sarif,No,No,0,,,,,,Unbranded,Redbox Gentleman Grooming+,120000,,,,,,,,,,,,,,,-23,Yes,No,0,Yes,31500,No
46403084,Coffee,,Creme Brulle,No,No,0,,,,,,Unbranded,Ice,,,,,,,,,,,,,,30000,,-74,Yes,Yes,0,No,,No
46403085,Coffee,,Creme Brulle,No,No,0,,,,,,Unbranded,Hot,,,,,,,,,,,,,,30000,,-73,Yes,Yes,0,No,,No
46403097,Coffee,,Black Rose,No,No,0,,,,,,Unbranded,Ice,,,,,,,,,,,,,,30000,,-377,Yes,Yes,0,No,,No
46403098,Coffee,,Black Rose,No,No,0,,,,,,Unbranded,Hot,,,,,,,,,,,,,,30000,,-2,Yes,Yes,0,No,,No
46403180,Non Coffee,,Sweet Berry,No,No,0,,,,,,Unbranded,Ice,,,,,,,,,,,,,,30000,,-473,Yes,Yes,0,No,,No
46881069,Coffee,,Baileys Coffee,No,No,0,,,,,,Unbranded,,,,,,,,,,,,,,,30000,,-4183,Yes,Yes,0,No,,No
47727447,Premium Cutting,,Ega,No,No,0,,,,,,Unbranded,Redbox Gentleman Grooming,110000,,,,,,,,,,,,,,,-8088,Yes,No,0,Yes,28500,No
47727448,Premium Cutting,,Ega,No,No,0,,,,,,Unbranded,Redbox Long Trim Grooming,120000,,,,,,,,,,,,,,,-1696,Yes,No,0,Yes,31500,No
47727459,Premium Cutting,,Ega,No,No,0,,,,,,Unbranded,Redbox Fade Cut Grooming,120000,,,,,,,,,,,,,,,-1661,Yes,No,0,Yes,31500,No
93457751,Premium Cutting,,Ega,No,No,0,,,,,,Unbranded,Redbox Noble Grooming,160000,,,,,,,,,,,,,,,-290,Yes,No,0,Yes,37350,No
154288314,Premium Cutting,,Ega,No,No,0,,,,,,Unbranded,Redbox Baron Grooming,180000,,,,,,,,,,,,,,,-354,Yes,No,0,Yes,49350,No
154288315,Premium Cutting,,Ega,No,No,0,,,,,,Unbranded,Redbox Royal Grooming,305000,,,,,,,,,,,,,,,-1,Yes,No,0,Yes,86850,No
154288316,Premium Cutting,,Ega,No,No,0,,,,,,Unbranded,Redbox Duke Grooming,270000,,,,,,,,,,,,,,,-19,Yes,No,0,Yes,76350,No
154288317,Premium Cutting,,Ega,No,No,0,,,,,,Unbranded,Redbox Royal Shaving,120000,,,,,,,,,,,,,,,0,Yes,No,0,Yes,36000,No
154288318,Premium Cutting,,Ega,No,No,0,,,,,,Unbranded,Premium Head Shave,120000,,,,,,,,,,,,,,,-2,Yes,No,0,Yes,33000,No
154288319,Premium Cutting,,Ega,No,No,0,,,,,,Unbranded,Beard & Mustache,35000,,,,,,,,,,,,,,,-58,Yes,No,0,Yes,10500,No
154288320,Premium Cutting,,Ega,No,No,0,,,,,,Unbranded,Traditional Shaving,60000,,,,,,,,,,,,,,,-19,Yes,No,0,Yes,18000,No
154288321,Premium Cutting,,Ega,No,No,0,,,,,,Unbranded,Hair Wash & Styling,20000,,,,,,,,,,,,,,,-3,Yes,No,0,Yes,6000,No
154288322,Premium Cutting,,Ega,No,No,0,,,,,,Unbranded,Fee Colouring,60000,,,,,,,,,,,,,,,-2,Yes,No,0,Yes,18000,No
154288323,Premium Cutting,,Ega,No,No,0,,,,,,Unbranded,Hair Colouring Long Hair,250000,,,,,,,,,,,,,,,-1,Yes,No,0,Yes,72000,No
154288324,Premium Cutting,,Ega,No,No,0,,,,,,Unbranded,Hair Colouring,150000,,,,,,,,,,,,,,,-220,Yes,No,0,Yes,45000,No
154288325,Premium Cutting,,Ega,No,No,0,,,,,,Unbranded,Hair Bleaching,350000,,,,,,,,,,,,,,,-1,Yes,No,0,Yes,105000,No
154288326,Premium Cutting,,Ega,No,No,0,,,,,,Unbranded,Hair Highlighting,300000,,,,,,,,,,,,,,,-1,Yes,No,0,Yes,90000,No
154288327,Premium Cutting,,Ega,No,No,0,,,,,,Unbranded,Hair Curly,300000,,,,,,,,,,,,,,,-13,Yes,No,0,Yes,90000,No
154288328,Premium Cutting,,Ega,No,No,0,,,,,,Unbranded,Smooth and Shape,450000,,,,,,,,,,,,,,,-10,Yes,No,0,Yes,135000,No
154288329,Premium Cutting,,Ega,No,No,0,,,,,,Unbranded,Hair Spa,100000,,,,,,,,,,,,,,,-21,Yes,No,0,Yes,30000,No
154288330,Premium Cutting,,Ega,No,No,0,,,,,,Unbranded,Creambath,70000,,,,,,,,,,,,,,,0,Yes,No,0,Yes,21000,No
154288331,Premium Cutting,,Ega,No,No,0,,,,,,Unbranded,Terra Blu Spa,150000,,,,,,,,,,,,,,,0,Yes,No,0,Yes,45000,No
154288332,Premium Cutting,,Ega,No,No,0,,,,,,Unbranded,Home Service Family,150000,,,,,,,,,,,,,,,-1,Yes,No,0,Yes,45000,No
154288333,Premium Cutting,,Ega,No,No,0,,,,,,Unbranded,Home Service Single,200000,,,,,,,,,,,,,,,0,Yes,No,0,Yes,60000,No
154288334,Premium Cutting,,Ega,No,No,0,,,,,,Unbranded,Down Perm,165000,,,,,,,,,,,,,,,0,Yes,No,0,Yes,49500,No
154288335,Premium Cutting,,Ega,No,No,0,,,,,,Unbranded,Root Lift,165000,,,,,,,,,,,,,,,-1,Yes,No,0,Yes,49500,No
154288336,Premium Cutting,,Ega,No,No,0,,,,,,Unbranded,Wedding Gentleman Grooming,350000,,,,,,,,,,,,,,,-1,Yes,No,0,Yes,105000,No
154288337,Premium Cutting,,Ega,No,No,0,,,,,,Unbranded,Wedding Royal Grooming Silver,500000,,,,,,,,,,,,,,,0,Yes,No,0,Yes,150000,No
154288338,Premium Cutting,,Ega,No,No,0,,,,,,Unbranded,Wedding Royal Grooming Gold,750000,,,,,,,,,,,,,,,0,Yes,No,0,Yes,225000,No
154288339,Premium Cutting,,Ega,No,No,0,,,,,,Unbranded,Wedding Royal Grooming Platinum,1000000,,,,,,,,,,,,,,,0,Yes,No,0,Yes,300000,No
154288348,Premium Cutting,,Ega,No,No,0,,,,,,Unbranded,Men Massage Service,135000,,,,,,,,,,,,,,,0,Yes,No,0,Yes,40500,No
154288349,Premium Cutting,,Ega,No,No,0,,,,,,Unbranded,Ear Candle,30000,,,,,,,,,,,,,,,-1,Yes,No,0,Yes,9000,No
154288350,Premium Cutting,,Ega,No,No,0,,,,,,Unbranded,Ear Singeing,65000,,,,,,,,,,,,,,,-1,Yes,No,0,Yes,19500,No
154288351,Premium Cutting,,Ega,No,No,0,,,,,,Unbranded,Ear Wax,60000,,,,,,,,,,,,,,,0,Yes,No,0,Yes,18000,No
154288352,Premium Cutting,,Ega,No,No,0,,,,,,Unbranded,Nose Wax,60000,,,,,,,,,,,,,,,-12,Yes,No,0,Yes,18000,No
154288353,Premium Cutting,,Ega,No,No,0,,,,,,Unbranded,Charcoal Deep Cleansing,95000,,,,,,,,,,,,,,,-5,Yes,No,0,Yes,28500,No
154288356,Premium Cutting,,Ega,No,No,0,,,,,,Unbranded,Charcoal Nose Cleansing Strip,55000,,,,,,,,,,,,,,,0,Yes,No,0,Yes,16500,No
154288357,Premium Cutting,,Ega,No,No,0,,,,,,Unbranded,Beard & Mustache Colour,200000,,,,,,,,,,,,,,,0,Yes,No,0,Yes,60000,No
154288358,Premium Cutting,,Ega,No,No,0,,,,,,Unbranded,Hair Tattoo Single,35000,,,,,,,,,,,,,,,-1,Yes,No,0,Yes,10500,No
154288359,Premium Cutting,,Ega,No,No,0,,,,,,Unbranded,Hair Tattoo Double Side,65000,,,,,,,,,,,,,,,0,Yes,No,0,Yes,19500,No
154288360,Premium Cutting,,Ega,No,No,0,,,,,,Unbranded,Hair Tattoo Full,100000,,,,,,,,,,,,,,,0,Yes,No,0,Yes,30000,No
154949674,Premium Cutting,,Ega,No,No,0,,,,,,Unbranded,Redbox Earl Grooming,225000,,,,,,,,,,,,,,,0,Yes,No,0,Yes,62850,No
195604904,Premium Cutting,,Ega,No,No,0,,,,,,Unbranded,Hair Care Keratin,400000,,,,,,,,,,,,,,,0,Yes,No,0,Yes,120000,No
